Created,Caller Postcode,Accused,Type of Noise Causing a Nuisance,Sr_Num ,Enq Type
15/02/2024,LS12 ,LS12 4,LOUD MUSIC,Out ofHours,Out ofHours
15/02/2024,LS11 ,LS11 5,TV,Out ofHours,Out ofHours
15/02/2024,LS14 ,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
15/02/2024,LS12 ,LS12 4,LOUD MUSIC,Out ofHours,Out ofHours
15/02/2024,LS6 ,LS6 ,PARTY,Out ofHours,Out ofHours
15/02/2024,LS2 ,LS2 9,SHOUTING,Out ofHours,Out ofHours
15/02/2024,LS6 ,LS6 ,LOUD MUSIC,Out ofHours,Out ofHours
15/02/2024,LS9 ,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
15/02/2024,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
16/02/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/02/2024,LS10 ,LS10 4,ALARM,Out ofHours,Out ofHours
16/02/2024,LS1 ,LS1 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/02/2024,LS18 ,LS18 4,ALARM,Out ofHours,Out ofHours
16/02/2024,LS8 ,LS8 4,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS3 ,LS3 1,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS11 ,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS11 ,LS11 9,SHOUTING,Out ofHours,Out ofHours
16/02/2024,LS4 ,LS4 2,SHOUTING,Out ofHours,Out ofHours
16/02/2024,LS14 ,LS14 6,TV,Out ofHours,Out ofHours
16/02/2024,LS8 ,LS8 ,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS10 ,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS13 ,LS13 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/02/2024,LS13 ,LS13 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
16/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
16/02/2024,LS6 ,LS6 ,PARTY,Out ofHours,Out ofHours
16/02/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS7 ,LS7 2,SHOUTING,Out ofHours,Out ofHours
16/02/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS10 ,LS10 2,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS12 ,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS12 ,LS12 3,PARTY,Out ofHours,Out ofHours
16/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
16/02/2024,WF3 ,WF3 3,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS11 ,LS11 0,SHOUTING,Out ofHours,Out ofHours
16/02/2024,LS14 ,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
16/02/2024,LS11 ,LS11 5,TV,Out ofHours,Out ofHours
17/02/2024,LS10 ,LS10 2,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS16 ,LS16 5,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS7 ,LS7 2,SHOUTING,Out ofHours,Out ofHours
17/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
17/02/2024,LS7 ,LS7 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
17/02/2024,LS14 ,LS14 2,SHOUTING,Out ofHours,Out ofHours
17/02/2024,LS13 ,LS13 3,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS22 ,LS22 6,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS11 ,LS11 0,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS10 ,LS10 3,SHOUTING,Out ofHours,Out ofHours
17/02/2024,LS12 ,LS12 2,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS9 ,LS9 ,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS13 ,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS14 ,LS14 6,TV,Out ofHours,Out ofHours
17/02/2024,LS11,LS11 0,SHOUTING,Out ofHours,Out ofHours
17/02/2024,LS12 ,LS12 5,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS14 ,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS6 ,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS9,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS6 ,LS6 ,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,BD11,BD11 ,PARTY,Out ofHours,Out ofHours
17/02/2024,LS6,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS8,LS8 3,PARTY,Out ofHours,Out ofHours
17/02/2024,LS12,LS12 1,PARTY,Out ofHours,Out ofHours
17/02/2024,LS11 ,LS11 6,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS17 ,LS17 6,LOUD MUSIC,Out ofHours,Out ofHours
17/02/2024,LS10,LS10 4,DOG BARKING,Out ofHours,Out ofHours
17/02/2024,LS11 ,LS11 7,SHOUTING,Out ofHours,Out ofHours
17/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
18/02/2024,LS6,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS9 ,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,WF3,WF3 2,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS11 ,LS11 ,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS11 ,LS11 ,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS22 ,LS22 6,DOG BARKING,Out ofHours,Out ofHours
18/02/2024,LS8 ,LS8 ,PARTY,Out ofHours,Out ofHours
18/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
18/02/2024,LS3 ,LS3 1,SHOUTING,Out ofHours,Out ofHours
18/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
18/02/2024,LS6,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS11,LS11 8,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS4,LS4 ,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS6 ,LS6 ,PARTY,Out ofHours,Out ofHours
18/02/2024,LS9 ,LS9 7,SHOUTING,Out ofHours,Out ofHours
18/02/2024,LS8 ,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS14 ,LS14 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/02/2024,LS12 ,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS9 ,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/02/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/02/2024,LS26 ,LS26 0,SHOUTING,Out ofHours,Out ofHours
18/02/2024,LS27 ,LS27 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
18/02/2024,LS14 ,LS14 2,SHOUTING,Out ofHours,Out ofHours
18/02/2024,LS25 ,LS25 3,LOUD MUSIC,Out ofHours,Out ofHours
18/02/2024,LS12 ,LS12 5,SHOUTING,Out ofHours,Out ofHours
19/02/2024,LS12 ,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
19/02/2024,LS11 ,LS11 6,LOUD MUSIC,Out ofHours,Out ofHours
19/02/2024,LS14 ,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
19/02/2024,LS10 ,LS10 4,DOG BARKING,Out ofHours,Out ofHours
19/02/2024,LS12 ,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
19/02/2024,LS14 ,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
19/02/2024,LS13 ,LS13 4,DIY,Out ofHours,Out ofHours
19/02/2024,LS12,LS12 1,LOUD MUSIC,Out ofHours,Out ofHours
19/02/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
19/02/2024,LS7,LS7 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
19/02/2024,LS11,LS11 9,PARTY,Out ofHours,Out ofHours
19/02/2024,LS6,LS6 ,PARTY,Out ofHours,Out ofHours
19/02/2024,LS14,LS14 1,TV,Out ofHours,Out ofHours
20/02/2024,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
20/02/2024,LS12,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
20/02/2024,LS10,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
20/02/2024,LS6 ,LS6 ,LOUD MUSIC,Out ofHours,Out ofHours
20/02/2024,LS14,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
20/02/2024,LS10 ,LS10 4,DOG BARKING,Out ofHours,Out ofHours
20/02/2024,LS12 ,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
20/02/2024,LS14 ,LS14 1,TV,Out ofHours,Out ofHours
20/02/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
20/02/2024,LS9 ,LS9 7,DIY,Out ofHours,Out ofHours
20/02/2024,LS13 ,LS13 1,SHOUTING,Out ofHours,Out ofHours
20/02/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
20/02/2024,LS16 ,LS16 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
20/02/2024,LS9 ,LS9 ,SHOUTING,Out ofHours,Out ofHours
20/02/2024,LS6 ,LS6 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
20/02/2024,LS27 ,LS27 8,LOUD MUSIC,Out ofHours,Out ofHours
20/02/2024,LS27 ,LS27 8,ALARM,Out ofHours,Out ofHours
20/02/2024,LS13 ,LS13 1,SHOUTING,Out ofHours,Out ofHours
21/02/2024,LS7 ,LS7 ,SHOUTING,Out ofHours,Out ofHours
21/02/2024,LS10 ,LS10 4,DOG BARKING,Out ofHours,Out ofHours
21/02/2024,LS6 ,LS6 3,SHOUTING,Out ofHours,Out ofHours
21/02/2024,LS14 ,LS14 2,LOUD MUSIC,Out ofHours,Out ofHours
21/02/2024,LS19 ,LS19 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/02/2024,LS16 ,LS16 5,ALARM,Out ofHours,Out ofHours
21/02/2024,LS19 ,LS19 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/02/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/02/2024,LS16 ,LS16 5,ALARM,Out ofHours,Out ofHours
21/02/2024,LS16 ,LS16 5,ALARM,Out ofHours,Out ofHours
21/02/2024,LS14 ,LS14 1,TV,Out ofHours,Out ofHours
21/02/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
21/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
21/02/2024,LS7 ,LS7 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
21/02/2024,LS16 ,LS16 6,SHOUTING,Out ofHours,Out ofHours
21/02/2024,LS9 ,LS9 6,LOUD MUSIC,Out ofHours,Out ofHours
21/02/2024,LS8 ,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
21/02/2024,LS6 ,LS6 ,LOUD MUSIC,Out ofHours,Out ofHours
22/02/2024,LS8 ,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
22/02/2024,LS8 ,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
22/02/2024,LS6 ,LS6 ,SHOUTING,Out ofHours,Out ofHours
22/02/2024,WF3 ,WF3 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
22/02/2024,LS17 ,LS17 6,LOUD MUSIC,Out ofHours,Out ofHours
22/02/2024,LS4 ,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
22/02/2024,LS12 ,LS12 3,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
22/02/2024,LS12 ,LS12 5,SHOUTING,Out ofHours,Out ofHours
22/02/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
22/02/2024,LS28 ,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
22/02/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
23/02/2024,LS8 ,LS8 3,SHOUTING,Out ofHours,Out ofHours
23/02/2024,LS16 ,LS16 6,DOG BARKING,Out ofHours,Out ofHours
23/02/2024,LS15 ,LS15 9,ALARM,Out ofHours,Out ofHours
23/02/2024,LS26 ,LS26 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
23/02/2024,LS8 ,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
23/02/2024,LS7 ,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
23/02/2024,LS8 ,LS8 5,LOUD MUSIC,Out ofHours,Out ofHours
23/02/2024,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
23/02/2024,LS7 ,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
23/02/2024,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
23/02/2024,LS8 ,LS8 3,SHOUTING,Out ofHours,Out ofHours
23/02/2024,LS2 ,LS2 9,LOUD MUSIC,Out ofHours,Out ofHours
23/02/2024,LS14 ,LS14 1,LOUD MUSIC,Out ofHours,Out ofHours
23/02/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
23/02/2024,LS12 ,LS12 5,DOG BARKING,Out ofHours,Out ofHours
23/02/2024,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
23/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
23/02/2024,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
23/02/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS15 ,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS15 ,LS15 8,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS6 ,LS6 ,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
24/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS9 ,LS9 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
24/02/2024,LS15 ,LS15 0,SHOUTING,Out ofHours,Out ofHours
24/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
24/02/2024,LS11 ,LS11 ,DOG BARKING,Out ofHours,Out ofHours
24/02/2024,LS6 ,LS6 ,SHOUTING,Out ofHours,Out ofHours
24/02/2024,LS16 ,LS16 ,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS15 ,LS15 8,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS11 ,LS11 6,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS13 ,LS13 2,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS8 ,LS8 3,SHOUTING,Out ofHours,Out ofHours
24/02/2024,LS2 ,LS2 7,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS7 ,LS7 4,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS6 ,LS6 ,LOUD MUSIC,Out ofHours,Out ofHours
24/02/2024,LS6,LS6 1,PARTY,Out ofHours,Out ofHours
24/02/2024,LS26 ,LS26 0,TV,Out ofHours,Out ofHours
25/02/2024,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
25/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
25/02/2024,LS11 ,LS11 9,LOUD MUSIC,Out ofHours,Out ofHours
25/02/2024,LS10 ,LS10 2,LOUD MUSIC,Out ofHours,Out ofHours
25/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
25/02/2024,LS6 ,LS6 ,LOUD MUSIC,Out ofHours,Out ofHours
25/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
25/02/2024,LS9 ,LS9 9,PARTY,Out ofHours,Out ofHours
25/02/2024,LS4 ,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
25/02/2024,LS28 ,LS28 8,DOG BARKING,Out ofHours,Out ofHours
25/02/2024,LS6,LS6 ,SHOUTING,Out ofHours,Out ofHours
25/02/2024,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
25/02/2024,LS17,LS17 5,SHOUTING,Out ofHours,Out ofHours
25/02/2024,LS2,LS2 7,LOUD MUSIC,Out ofHours,Out ofHours
25/02/2024,LS9,LS9 6,SHOUTING,Out ofHours,Out ofHours
25/02/2024,LS9,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
25/02/2024,LS11,LS11 ,DOG BARKING,Out ofHours,Out ofHours
25/02/2024,LS7 ,LS7 2,LOUD MUSIC,Out ofHours,Out ofHours
25/02/2024,LS4 ,LS4 ,LOUD MUSIC,Out ofHours,Out ofHours
26/02/2024,LS26,LS26 0,SHOUTING,Out ofHours,Out ofHours
26/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
26/02/2024,LS8,LS8 5,SHOUTING,Out ofHours,Out ofHours
26/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
26/02/2024,LS15,LS15 7,LOUD MUSIC,Out ofHours,Out ofHours
26/02/2024,LS8 ,LS8 1,ALARM,Out ofHours,Out ofHours
26/02/2024,LS12 ,LS12 1,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/02/2024,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/02/2024,LS11 ,LS11 6,LOUD MUSIC,Out ofHours,Out ofHours
26/02/2024,LS8 ,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
26/02/2024,LS11 ,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
26/02/2024,LS7 ,LS7 4,SHOUTING,Out ofHours,Out ofHours
26/02/2024,LS8 ,LS8 2,LOUD MUSIC,Out ofHours,Out ofHours
26/02/2024,LS8 ,LS8 5,TV,Out ofHours,Out ofHours
26/02/2024,LS14 ,LS14 1,TV,Out ofHours,Out ofHours
26/02/2024,LS26 ,LS26 0,TV,Out ofHours,Out ofHours
27/02/2024,LS11 ,LS11 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/02/2024,LS11 ,LS11 6,SHOUTING,Out ofHours,Out ofHours
27/02/2024,LS10 ,LS10 3,SHOUTING,Out ofHours,Out ofHours
27/02/2024,LS17,LS17 5,LOUD MUSIC,Out ofHours,Out ofHours
27/02/2024,LS21 ,LS21 1,DOG BARKING,Out ofHours,Out ofHours
27/02/2024,LS8,LS8 3,LOUD MUSIC,Out ofHours,Out ofHours
27/02/2024,LS4 ,LS4 2,LOUD MUSIC,Out ofHours,Out ofHours
27/02/2024,WF3 ,WF3 2,LOUD MUSIC,Out ofHours,Out ofHours
27/02/2024,LS15,LS15 4,LOUD MUSIC,Out ofHours,Out ofHours
27/02/2024,LS16 ,LS16 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
27/02/2024,BD11 ,BD11 1,LOUD MUSIC,Out ofHours,Out ofHours
27/02/2024,LS10 ,LS10 3,LOUD MUSIC,Out ofHours,Out ofHours
27/02/2024,LS9,LS9 ,SHOUTING,Out ofHours,Out ofHours
27/02/2024,LS8,LS8 3,SHOUTING,Out ofHours,Out ofHours
27/02/2024,WF3 ,WF3 2,LOUD MUSIC,Out ofHours,Out ofHours
28/02/2024,LS11 ,LS11 7,LOUD MUSIC,Out ofHours,Out ofHours
28/02/2024,LS8 ,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
28/02/2024,LS26,LS26 0,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
28/02/2024,LS8 ,LS8 1,LOUD MUSIC,Out ofHours,Out ofHours
28/02/2024,LS16 ,LS16 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
28/02/2024,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
28/02/2024,LS8 ,LS8 1,ALARM,Out ofHours,Out ofHours
28/02/2024,LS6 ,LS6 ,SHOUTING,Out ofHours,Out ofHours
28/02/2024,LS9 ,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
28/02/2024,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
28/02/2024,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
28/02/2024,LS14 ,LS14 2,SHOUTING,Out ofHours,Out ofHours
28/02/2024,LS12 ,LS12 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
28/02/2024,LS6 ,LS6 3,PARTY,Out ofHours,Out ofHours
28/02/2024,LS25 ,LS25 2,ALARM,Out ofHours,Out ofHours
29/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
29/02/2024,LS9 ,LS9 7,SHOUTING,Out ofHours,Out ofHours
29/02/2024,LS2 ,LS2 9,SHOUTING,Out ofHours,Out ofHours
29/02/2024,LS7 ,LS7 4,SHOUTING,Out ofHours,Out ofHours
29/02/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
29/02/2024,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
29/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
29/02/2024,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
29/02/2024,LS8 ,LS8 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/02/2024,LS13 ,LS13 4,DOG BARKING,Out ofHours,Out ofHours
29/02/2024,LS12 ,LS12 4,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/02/2024,LS8 ,LS8 3,SHOUTING,Out ofHours,Out ofHours
29/02/2024,LS6 ,LS6 1,SHOUTING,Out ofHours,Out ofHours
29/02/2024,LS8 ,LS8 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/02/2024,LS14 ,LS14 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
29/02/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
29/02/2024,LS10 ,LS10 2,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS9 ,LS9 7,SHOUTING,Out ofHours,Out ofHours
01/03/2024,LS11 ,LS11 6,SHOUTING,Out ofHours,Out ofHours
01/03/2024,LS6 ,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,WF3 ,WF3 1,DIY,Out ofHours,Out ofHours
01/03/2024,LS15 ,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS9 ,LS9 7,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/03/2024,LS16 ,LS16 6,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/03/2024,LS26 ,LS26 0,TV,Out ofHours,Out ofHours
01/03/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS14 ,LS14 6,SHOUTING,Out ofHours,Out ofHours
01/03/2024,LS15 ,LS15 0,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/03/2024,LS11 ,LS11 9,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS6 ,LS6 1,PARTY,Out ofHours,Out ofHours
01/03/2024,LS12 ,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
01/03/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS6 ,LS6 ,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS12 ,LS12 3,LOUD MUSIC,Out ofHours,Out ofHours
01/03/2024,LS26 ,LS26 0,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS14 ,LS14 6,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS9 ,LS9 9,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS12 ,LS12 5,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/03/2024,LS12 ,LS12 2,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/03/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS11 ,LS11 9,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/03/2024,LS11 ,LS11 9,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS17 ,LS17 5,SHOUTING,Out ofHours,Out ofHours
02/03/2024,LS10 ,LS10 2,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS10 ,LS10 2,DIY,Out ofHours,Out ofHours
02/03/2024,LS28 ,LS28 5,ALARM,Out ofHours,Out ofHours
02/03/2024,LS9 ,LS9 7,BANGING ON WALLS/CEILING/FLOOR,Out ofHours,Out ofHours
02/03/2024,LS6 ,LS6 2,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS5 ,LS5 3,TV,Out ofHours,Out ofHours
02/03/2024,LS28 ,LS28 7,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS9 ,LS9 6,SHOUTING,Out ofHours,Out ofHours
02/03/2024,LS6 ,LS6 3,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS6 ,LS6 1,LOUD MUSIC,Out ofHours,Out ofHours
02/03/2024,LS11 ,LS11 8,SHOUTING,Out ofHours,Out ofHours
